mineral_name,group_yaml,mineral_class,end_member_key,formula,basis,source_url,retrieved_date,notes,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,NiO,CoO,ZnO,Sc2O3,B2O3,Li2O,Y2O3,ZrO2,HfO2,Nb2O5,V2O3,BaO,SrO,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Eu2O3,Gd2O3,Tb2O3,Dy2O3,Ho2O3,Er2O3,Tm2O3,Yb2O3,Lu2O3,ThO2,UO2,PbO,F,Cl,H2O,CO2,OH,Si,Ti,Al,Cr,Fe,Mn,Mg,Ca,Na,K,P,Ni,Co,Zn,Sc,B,Li,Y,Zr,Hf,Nb,V,Ba,Sr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Th,U,Pb,S,Cu,As,Sb,Cd,O,H
Gahnite,spinel-magnetite,Oxide,gahnite,ZnAl2O4,oxide_wt_percent,https://webmineral.com/data/Gahnite.shtml,2026-08-20,"Pure stoichiometric end-member composition as calculated by webmineral.com. [elemental pass: No Fe present in this end member; single element table Al, Zn, O.]",,,55.61,,,,,,,,,,,,44.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.43,,,,,,,,,,,35.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.90,
Galaxite,spinel-magnetite,Oxide,galaxite,MnAl2O4,oxide_wt_percent,https://webmineral.com/data/Galaxite.shtml,2026-08-20,"webmineral.com reports a natural analyzed composition (Mn,Mg)(Al,Fe3+)2O4, not the pure MnAl2O4 end-member. Empirical formula Mn2+0.9Mg0.1Al1.9Fe3+0.1O4. [elemental pass: Single combined elemental Fe value (3.23%) reported directly alongside oxide Fe2O3 4.62%; no split needed.]",,,56.08,,4.62,,36.96,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68,,3.23,28.63,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.05,
Hercynite,spinel-magnetite,Oxide,hercynite,FeAl2O4,oxide_wt_percent,https://webmineral.com/data/Hercynite.shtml,2026-08-20,Pure stoichiometric end-member composition as calculated by webmineral.com. [elemental pass: Oxide shown as FeO only (ferrous); single elemental Fe value (32.13%) reported directly.],,,58.66,,,41.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.05,,32.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82,
Jacobsite,spinel-magnetite,Oxide,jacobsite,MnFe2O4,oxide_wt_percent,https://webmineral.com/data/Jacobsite.shtml,2026-08-20,"webmineral.com reports a natural analyzed composition (Mn2+,Fe2+,Mg)(Fe3+,Mn3+)2O4, not the pure MnFe2O4 end-member. Page also lists 17.36% Mn2O3 (Mn3+), which has no corresponding column here (CSV only has MnO) and is omitted from the numeric fields. Empirical formula Mn2+0.6Fe2+0.3Mg0.1Fe3+1.5Mn3+0.5O4. [elemental pass: Oxide column splits Fe as FeO 9.48%/Fe2O3 52.67% and Mn as MnO/Mn2O3, but single combined elemental Fe (44.21%) and Mn (26.58%) values are already reported directly - used as-is, no manual summing needed.]",,,,,52.67,9.48,18.72,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21,26.58,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.15,
Magnesiochromite,spinel-magnetite,Oxide,magnesiochromite,MgCr2O4,oxide_wt_percent,https://webmineral.com/data/Magnesiochromite.shtml,2026-08-20,"Pure stoichiometric end-member composition as calculated by webmineral.com. [elemental pass: No Fe in this end member; single element table Mg, Cr, O.]",,,,79.04,,,,20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.08,,,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28,
Magnesiocoulsonite,spinel-magnetite,Oxide,magnesiocoulsonite,MgV2O4,oxide_wt_percent,https://webmineral.com/data/Magnesiocoulsonite.shtml,2026-08-20,"Pure stoichiometric end-member composition as calculated by webmineral.com. Page did exist despite being a rare/recently-named species. [elemental pass: No Fe in this end member; single element table Mg, V, O.]",,,,,,,,21.19,,,,,,,,,,,,,,,78.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.78,,,,,,,,,,,,,,,53.57,,,,,,,,,,,,,,,,,,,,,,,,,33.65,
Magnesioferrite,spinel-magnetite,Oxide,magnesioferrite,MgFe2O4,oxide_wt_percent,https://webmineral.com/data/Magnesioferrite.shtml,2026-08-20,Pure stoichiometric end-member composition as calculated by webmineral.com. [elemental pass: Oxide shown as Fe2O3 only (ferric); single elemental Fe value (55.85%) reported directly.],,,,,79.85,,,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.85,,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.00,
Magnetite,spinel-magnetite,Oxide,magnetite,Fe3O4,oxide_wt_percent,https://webmineral.com/data/Magnetite.shtml,2026-08-20,"Pure stoichiometric composition as calculated by webmineral.com (Fe2+Fe3+2O4). [elemental pass: Page's oxide column splits Fe as FeO 31.03%/Fe2O3 68.97%, but a single combined elemental Fe value (72.36%) is already reported directly - used as-is, no manual summing needed.]",,,,,68.97,31.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.64,
Qandilite,spinel-magnetite,Oxide,qandilite,Mg2TiO4,oxide_wt_percent,https://webmineral.com/data/Qandilite.shtml,2026-08-20,"webmineral.com reports a natural analyzed composition (Mg,Fe2+)2(Ti,Fe3+,Al)O4, not the pure Mg2TiO4 end-member. Empirical formula Mg1.3Fe3+0.4Fe2+0.3Ti0.6Fe3+0.2Al0.2O4. [elemental pass: Oxide column splits Fe as FeO 11.98%/Fe2O3 26.62%, but single combined elemental Fe value (27.93%) reported directly - used as-is.]",,26.63,5.67,,26.62,11.98,,29.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.96,3.00,,27.93,,17.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.56,
Ringwoodite,spinel-magnetite,Oxide,ringwoodite,Mg2SiO4,oxide_wt_percent,https://webmineral.com/data/Ringwoodite.shtml,2026-08-20,"Pure stoichiometric end-member composition as calculated by webmineral.com. [elemental pass: No Fe in this idealized end member; single element table Mg, Si, O.]",42.71,,,,,,,57.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.96,,,,,,34.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49,
Spinel,spinel-magnetite,Oxide,spinel,MgAl2O4,oxide_wt_percent,https://webmineral.com/data/Spinel.shtml,2026-08-20,"Pure stoichiometric end-member composition as calculated by webmineral.com. [elemental pass: No Fe in this end member (pure MgAl2O4); single element table Mg, Al, O.]",,,71.67,,,,,28.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.93,,,,17.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.98,
Trevorite,spinel-magnetite,Oxide,trevorite,NiFe2O4,oxide_wt_percent,https://webmineral.com/data/Trevorite.shtml,2026-08-20,"webmineral.com reports a natural analyzed composition with minor Mg and Al substitution, not the pure NiFe2O4 end-member. Empirical formula Ni0.66Fe2+0.3Mg0.04Fe3+1.99Al0.01O4. [elemental pass: Oxide column splits Fe as FeO 9.30%/Fe2O3 68.53%, but single combined elemental Fe value (55.16%) reported directly - used as-is.]",,,0.22,,68.53,9.30,,0.70,,,,,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,55.16,,0.42,,,,,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.60,
Ulvospinel,spinel-magnetite,Oxide,ulvospinel,Fe2TiO4,oxide_wt_percent,https://webmineral.com/data/Ulvospinel.shtml,2026-08-20,Pure stoichiometric end-member composition as calculated by webmineral.com. [elemental pass: Single combined elemental Fe value (49.96%) reported directly; oxide column shows FeO only (ferrous).],,35.73,,,,64.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.42,,,49.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.63,
Staurolite,staurolite,Other silicate,staurolite,"(Fe,Mg,Zn)4Al18Si8O46(OH)2",oxide_wt_percent,https://webmineral.com/data/Staurolite.shtml,2026-08-20,"Webmineral formula is (Fe++,Mg)2Al9(Si,Al)4O20(O,OH)4, a simplified Fe-Mg end member without Zn; ZnO not reported. Li2O 0.18% also reported (mapped to Li2O column). Total oxide sums to 99.11%. [elemental pass: Also reports Li=0.09% and Mg=0.30% elemental (both recorded). OH not separately reported, only oxide-equivalent H2O=2.55% and elemental H=0.29%. Element total 100.00%; oxide total shown on page as 99.11%.]",28.86,,54.63,,,12.39,,0.50,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,,,13.49,,28.91,,9.63,,0.30,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.30,0.29
Talc,talc,Other silicate,talc,Mg3Si4O10(OH)2,oxide_wt_percent,https://webmineral.com/data/Talc.shtml,2026-08-20,H2O 4.75% not mapped to an oxide column here. [elemental pass: Element total 100.00%; H2O=4.75% from oxide table.],63.37,,,,,,,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,29.62,,,,,,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.62,0.53
Titanite,titanite,Other silicate,titanite,CaTiSiO5,oxide_wt_percent,https://webmineral.com/data/Titanite.shtml,2026-08-20,"Page also lists a generic REE2O3 = 4.25% not broken into individual lanthanide oxides; omitted rather than fabricating a split across specific REE columns. Page's own oxide total is 99.60% (not adjusted). [elemental pass: Page reports combined REE row 'RE' (La,Ce,Pr,Nd,Sm) = 3.64% element wt% / 4.25% REE2O3 -- not broken out by individual lanthanide, so left blank in individual columns to avoid fabricating a split. F 0.96% and -O=F2 correction -0.40% also on page. No H2O/OH/CO2 reported.]",30.38,30.29,5.16,,2.02,,,,26.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,14.20,18.16,2.73,,1.41,,,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.64,
Dravite,tourmaline,Other silicate,dravite,NaMg3Al6(Si6O18)(BO3)3(OH)4,oxide_wt_percent,https://webmineral.com/data/Dravite.shtml,2026-08-20,H2O 3.76% excluded.,37.6,,31.9,,,,,12.61,,3.23,,,,,,,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,,,17.58,,16.89,,,,7.61,,2.40,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.73,0.42
Elbaite,tourmaline,Other silicate,elbaite,Na(Li1.5Al1.5)Al6(Si6O18)(BO3)3(OH)4,oxide_wt_percent,https://webmineral.com/data/Elbaite.shtml,2026-08-20,Page's own oxide total is only 98.25% (elemental total is 100%; not adjusted). H2O 3.93% excluded.,39.33,,36.15,,,,,,,3.38,,,,,,,11.39,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,,,18.38,,19.13,,,,,,2.51,,,,,,,3.54,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.11,0.44
Schorl,tourmaline,Other silicate,schorl,NaFe3Al6(Si6O18)(BO3)3(OH)4,oxide_wt_percent,https://webmineral.com/data/Schorl.shtml,2026-08-20,H2O 3.42% excluded.,34.22,,29.04,,,20.46,,,,2.94,,,,,,,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,,,16.00,,15.37,,15.91,,,,2.18,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.08,0.38
Vermiculite,vermiculite,Clay,vermiculite,"(Mg,Fe2,Al)3(Al,Si)4O10(OH)2*4(H2O)",oxide_wt_percent,https://webmineral.com/data/Vermiculite.shtml,2026-08-21,"New placeholder group_yaml, no backing config yet. Page's own oxide total is 100.48% (not renormalized). Fe reported as a single elemental value; recorded under FeO per the page's own oxide column.",11.92,,43.48,,,12.82,,14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.87,,,5.57,,23.01,,9.97,,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.77,2.00
Xenotime,xenotime,Phosphate,xenotime,"(Y,HREE)PO4",oxide_wt_percent,https://webmineral.com/data/Xenotime-(Y).shtml,2026-08-20,"Page found under the name 'Xenotime-(Y)' (URL differs from the naive /data/Xenotime.shtml guess, which 302-redirected to the alphabetical listing). webmineral.com reports the pure YPO4 end-member composition without an HREE substitution breakdown. [elemental pass: Single element table: Y, P, O only.]",,,,,,,,,,,,38.60,,,,,,,61.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84,,,,,,,48.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.80,
Zircon,zircon,Other silicate,zircon,"(Zr,Hf)SiO4",oxide_wt_percent,https://webmineral.com/data/Zircon.shtml,2026-08-20,"webmineral.com reports a natural analyzed composition including REE and Hf substitution (empirical formula Zr0.9Hf0.05REE0.05SiO4). Page also lists a lumped 4.41% REE2O3 (La+Ce+Pr+Nd+Sm combined) that cannot be assigned to a single lanthanide oxide column and is omitted from the numeric fields below. Oxide total on page sums to 99.79%, not 100.00%. [elemental pass: This webmineral page is for an impure zircon variant (empirical formula Zr0.9Hf0.05REE0.05SiO4), not pure ZrSiO4. It reports a single combined rare-earth row (""La,Ce,Pr,Nd,Sm, RE"" = 3.78% element wt%) rather than individual lanthanide values, so La/Ce/Pr/Nd/Sm are left blank per no-fabrication rule (the combined REE value is not entered into any single element column). Hf = 4.69% is reported and included.]",31.57,,,,,,,,,,,,,,,,,,,58.27,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,14.76,,,,,,,,,,,,,,,,,,43.14,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,33.63,
